,principio_activo,concentracion,unidad_de_dispensacion,fabricante,unidad_base,canal,precio_por_tableta,factoresprecio,numerofactor,precio_por_tableta_float,log_precio_por_tableta,concentracion_filtrado,concentracion_en_gramos,principio_activo_encoded,unidad_de_dispensacion_encoded,fabricante_encoded,factoresprecio_encoded,canal_encoded,precio_normalizado
7040,bortezomib,"bortezomib 3,5 mg",Polvo para reconstituir a Solución o suspensión inyectable,Janssen,ml,Institucional,"1,968,475.00",Alto,3,1968475.0,14.492770197267221,5 mg,0.005,287,13,224,0,1,107.87592086018245
6552,atorvastatin,atorvastatina 20 mg,Tableta o cápsula,Genfar,mg,Institucional,55.42,Bajo,1,55.42,4.0328237055738505,20 mg,0.02,213,27,173,1,1,-0.21631356100898627
10690,eszopiclona,eszopiclona 2 mg,Tableta o cápsula,Eurofarma,mg,Institucional,417.64,Bajo,1,417.64,6.037011362063953,2 mg,0.002,721,27,137,1,1,-0.1964228986980353
2883,bilastina,bilastina 20 mg,Tableta o cápsula,Faes Farma,mg,Comercial,848.28,Medio,2,848.28,6.744388931703788,20 mg,0.02,275,27,143,2,0,-0.17277507467509914
3720,quetiapina,quetiapina 25 mg,Tableta o cápsula,Aurobindo,mg,Comercial,200.00,Bajo,1,200.0,5.303304908059076,25 mg,0.025,1493,27,44,1,0,-0.20837420935276274
8176,metformina,metformina 1000 mg,Tableta o cápsula de liberación modificada,Merck,mg,Institucional,"2,905.00",Medio,2,2905.0,7.974532844130228,1000 mg,1.0,1196,28,281,2,1,-0.05983398089734224
10121,valsartan,valsartan 100 mg,Tableta o cápsula,Novartis,mg,Institucional,"4,725.25",Medio,2,4725.25,8.460887355205143,100 mg,0.1,1750,27,311,2,1,0.04012178651337095
8178,metronidazol,metronidazol 5 g,Solución o suspensión oral,Best,ml,Institucional,"4,077.00",Medio,2,4077.0,8.3133619511344,5 g,5.0,1223,21,55,2,1,0.004524299231956405
5597,levotiroxina,"levotiroxina 0,1 mg",Tableta o cápsula,Merck,mg,Comercial,"1,073.66",Medio,2,1073.66,6.979759611465222,1 mg,0.001,1122,27,281,2,0,-0.16039873578811847
7202,trimebutina,trimebutina 300 mg,Tableta o cápsula de liberación modificada,Tecnoquimicas,mg,Institucional,841.00,Medio,2,841.0,6.7357800142423265,300 mg,0.3,1721,28,416,2,1,-0.1731748428315337
2276,bisacodil,bisacodil 5 mg,Tableta o cápsula,Ecar,mg,Comercial,376.25,Alto,3,376.25,5.9329080976479585,5 mg,0.005,280,27,127,0,0,-0.19869575638963227
4823,epirrubicina,epirrubicina 50 mg,Polvo para reconstituir a Solución o suspensión inyectable,Al Pharma,mg,Comercial,"98,422.50",Bajo,1,98422.5,11.497034875665328,50 mg,0.05,689,13,12,1,0,5.185338393036346
4704,celecoxib,celecoxib 200 mg,Tableta o cápsula,Momenta,mg,Comercial,"1,161.98",Medio,2,1161.98,7.058740955466239,200 mg,0.2,398,27,291,2,0,-0.15554880123093448
4461,epoprostenol,"epoprostenol 1,5 mg",Polvo para reconstituir a Solución o suspensión inyectable,Janssen,mg,Comercial,"230,000.00",Medio,2,230000.0,12.345838935721968,5 mg,0.005,691,13,224,2,0,12.410681058320298
343,tetraciclina,tetraciclina 300 mg,Tableta o cápsula,Galderma,mg,Comercial,"5,662.50",Medio,2,5662.5,8.641797354640769,300 mg,0.3,1658,27,167,2,0,0.09158919099390435
5914,trifluoperazina,"trifluoperazina 1,2 mg",Tableta o cápsula,Bago,mg,Comercial,897.64,Medio,2,897.64,6.800882509333314,2 mg,0.002,1720,27,47,2,0,-0.17006455871333961
4136,acetilcisteina,acetilcisteina 200 mg,Polvos o granulados,Eurofarma,g,Comercial,"1,057.22",Medio,2,1057.22,6.9643435303103285,200 mg,0.2,46,15,137,2,0,-0.16130150893259432
8576,pregabalina,pregabalina 150 mg,Tableta o cápsula,Mk,mg,Institucional,474.00,Medio,2,474.0,6.163314804034641,150 mg,0.15,1472,27,290,2,1,-0.1933279902781656
7677,lidocaina,"lidocaina clorhidrato 0,7 g",Parche,Grunenthal,g,Institucional,"7,131.87",Medio,2,7131.87,8.87246895696125,7 g,7.0,1125,12,193,2,1,0.17227701187580496
6027,diltiazem,diltiazem 60 mg,Tableta o cápsula,Genfar,mg,Comercial,300.30,Medio,2,300.3,5.708106446136256,60 mg,0.06,603,27,173,2,0,-0.20286641456012736
2223,rosuvastatina,rosuvastatina 10 mg,Tableta o cápsula,Procaps,mg,Comercial,"5,968.89",Alto,3,5968.89,8.69448378075626,10 mg,0.01,1524,27,353,0,0,0.10841404888538543
4196,fenitoina,fenitoina 100 mg,Tableta o cápsula,Mk,mg,Comercial,"14,405.83",Alto,3,14405.83,9.575457678672322,100 mg,0.1,789,27,290,0,0,0.5717134925322155
10213,eszopiclona,eszopiclona 2 mg,Tableta o cápsula,Mega Labs,mg,Institucional,671.04,Medio,2,671.04,6.510317862561202,2 mg,0.002,721,27,276,2,1,-0.18250789171444803
7399,glicerol,"glicerol 2,3896 g",Supositorio,Bussié,g,Institucional,"2,950.00",Medio,2,2950.0,7.989899374942939,3896 g,3896.0,880,26,87,2,1,-0.05736288652377702
8253,sultamicilina,sultamicilina 250 mg,Polvo para reconstituir a Solución o suspensión oral,Bioquifar,ml,Institucional,"17,470.00",Bajo,1,17470.0,9.768297642474444,250 mg,0.25,1609,14,66,1,1,0.7399768980132675
5081,prednisolona,prednisolona 300 mg,Solución o suspensión oral,Eurofarma,ml,Comercial,"70,343.38",Medio,2,70343.38,11.161158173068586,300 mg,0.3,1468,21,137,2,0,3.6434238275549538
10084,fluticasona propionato y salmeterol,salmeterol 50 mcg + fluticasona propionato 500 mcg,Polvos para Inhalación,Novamed,mcg,Institucional,"1,633.25",Medio,2,1633.25,7.3989392624928385,50 mcg + 500 mcg,0.00055,835,16,310,2,1,-0.12966985355471045
9931,levofloxacina,levofloxacina 750 mg,Tableta o cápsula,Eurofarma,mg,Institucional,837.00,Medio,2,837.0,6.731018100482083,750 mg,0.75,1115,27,137,2,1,-0.1733944956647395
10844,dolutegravir y lamivudina,lamivudina 300 mg + dolutegravir 50 mg,Tableta o cápsula,Viiv,mg,Institucional,"13,300.00",Medio,2,13300.0,9.495594499353297,300 mg + 50 mg,0.35,631,27,432,2,1,0.5109888193962238
4734,losartan y hidroclorotiazida,"losartan 50 mg + hidroclorotiazida 12,5 mg",Tableta o cápsula,American Generics,mg,Comercial,"1,765.72",Medio,2,1765.72,7.476879999095679,50 mg + 5 mg,0.055,1150,27,24,2,0,-0.12239550085101746
9193,meloxicam,"meloxicam 7,5 mg",Tableta o cápsula,Boehringer,mg,Institucional,"3,772.77",Alto,3,3772.77,8.23582978077514,5 mg,0.005,1174,27,78,0,1,-0.012181946129593531
1465,benzoil peroxido,benzoil peroxido 5 g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Idefar,g,Comercial,"51,440.00",Medio,2,51440.0,10.84819079884696,5 g,5.0,252,1,210,2,0,2.605378584013502
4593,ibuprofeno,ibuprofeno 400 mg,Tableta o cápsula,Mega Lifesciences,mg,Comercial,759.50,Medio,2,759.5,6.633976111699347,400 mg,0.4,975,27,277,2,0,-0.17765026930810182
2234,dexametasona y ciprofloxacina,ciprofloxacina 3 mg + dexametasona 1 mg,Solución o suspensión ótica,Tecnoquimicas,ml,Comercial,"70,546.33",Medio,2,70546.33,11.164039111065156,3 mg + 1 mg,0.004,563,25,416,2,0,3.654568463179733
6545,cefepima,cefepima 1 g,Polvo para reconstituir a Solución o suspensión inyectable,Vitalis,g,Institucional,"4,330.25",Medio,2,4330.25,8.373611462938213,1 g,1.0,387,13,436,2,1,0.018431069234298453
3903,teriparatida,teriparatida 750 mcg,Solución o suspensión inyectable,Willow,ml,Comercial,"471,096.58",Medio,2,471096.58,13.062820527761332,750 mcg,0.00075,1651,19,439,2,0,25.65006777662735
8091,hidrocortisona,"hidrocortisona 0,5 g",Loción,Labquifar,ml,Institucional,"4,685.50",Medio,2,4685.5,8.45244131418654,5 g,5.0,930,11,243,2,1,0.03793898648338834
10995,bromuro de otilonio,bromuro de otilonio 40 mg,Tableta o cápsula,Menarini,mg,Institucional,"1,386.00",Medio,2,1386.0,7.234898420314831,40 mg,0.04,306,27,280,2,1,-0.1432471443072438
8953,imatinib,imatinib 100 mg,Tableta o cápsula,Mega Labs,mg,Institucional,"8,284.04",Bajo,1,8284.04,9.022206757851423,100 mg,0.1,1000,27,276,1,1,0.2355463630844859
10175,bromfenaco,"bromfenaco 0,9 mg",Solución o suspensión oftálmica,Sophia,ml,Institucional,"47,163.67",Alto,3,47163.67,10.761400374345811,9 mg,0.009000000000000001,297,20,404,0,1,2.370551583957765
8142,oxibutinina,oxibutinina 5 mg,Tableta o cápsula,Best,mg,Institucional,275.00,Alto,3,275.0,5.62040086571715,5 mg,0.005,1366,27,55,0,1,-0.20425571873015402
10446,tolterodina,tolterodina 4 mg,Tableta o cápsula de liberación modificada,Xinetix Pharma,mg,Institucional,"2,095.20",Alto,3,2095.2,7.647881460736077,4 mg,0.004,1697,28,441,0,1,-0.10430269697985593
4151,warfarina,warfarina 5 mg,Tableta o cápsula,Saluspharma,mg,Comercial,433.79,Bajo,1,433.79,6.074863155902535,5 mg,0.005,1803,27,385,1,0,-0.19553605038396688
6191,cetirizina,cetirizina 10 mg,Tableta o cápsula,Procaps,mg,Institucional,570.00,Medio,2,570.0,6.3473892096560105,10 mg,0.01,401,27,353,2,1,-0.18805632228122646
2121,losartan y amlodipino,"losartan potasico 50 mg + amlodipino 2,5 mg",Tableta o cápsula,Mega Labs,mg,Comercial,"2,643.69",Medio,2,2643.69,7.880309135155247,50 mg + 5 mg,0.055,1149,27,276,2,0,-0.07418335135859395
5257,gemcitabina,gemcitabina 1 g,Polvo para reconstituir a Solución o suspensión inyectable,Eli Lilly,ml,Comercial,"245,570.00",Alto,3,245570.0,12.411341390107452,1 g,1.0,870,13,129,0,0,13.265679711573865
5012,rifaximina,rifaximina 200 mg,Tableta o cápsula,Especialistas Farmaceuticos,mg,Comercial,"2,916.67",Bajo,1,2916.67,7.978540631529116,200 mg,0.2,1509,27,133,1,0,-0.05919314375646432
9157,insulina glargina,insulina glargina 100 ui,Solución o suspensión inyectable,Biocon,ml,Institucional,"66,626.83",Medio,2,66626.83,11.106877637113884,,0.0,1024,19,60,2,1,3.439336143242202
7319,sertralina,sertralina 100 mg,Tableta o cápsula,Colmed,mg,Institucional,819.64,Medio,2,819.64,6.710084523640958,100 mg,0.1,1552,27,106,2,1,-0.17434778896085265
3161,trimebutina,trimebutina 200 mg,Tableta o cápsula,Med Line,mg,Comercial,618.36,Medio,2,618.36,6.428686686829338,200 mg,0.2,1721,27,272,2,0,-0.18540071952776838
2630,naproxeno,naproxeno 250 mg,Tableta o cápsula,Tecnoquimicas,mg,Comercial,"1,284.33",Alto,3,1284.33,7.1587707736979675,250 mg,0.25,1286,27,416,0,0,-0.14883017019525216
6890,aciclovir,aciclovir 5 mg,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Anglopharma,g,Institucional,"1,843.42",Medio,2,1843.42,7.5199201439085455,5 mg,0.005,48,1,29,2,1,-0.11812874456599483
10099,vitamina d3,vitamina d3 7000 ui,Tableta o cápsula,Procaps,ui,Institucional,"1,980.83",Bajo,1,1980.83,7.591775939263782,,0.0,1796,27,353,1,1,-0.11058312061329269
7691,acetaminofen + cafeina + ibuprofeno,ibuprofeno 400 mg + acetaminofen 250 mg + cafeina 65 mg,Tableta o cápsula,Lafrancol,mg,Institucional,849.00,Medio,2,849.0,6.745236349484362,400 mg + 250 mg + 65 mg,0.7150000000000001,17,27,244,2,1,-0.1727355371651221
10651,ticagrelor,ticagrelor 90 mg,Tableta o cápsula,Alkem,mg,Institucional,"2,266.67",Bajo,1,2266.67,7.726508151615604,90 mg,0.09,1669,27,18,1,1,-0.0948867291524064
1203,irbesartan,irbesartan 300 mg,Tableta o cápsula,Sandoz,mg,Comercial,933.33,Medio,2,933.33,6.839829694884179,300 mg,0.3,1041,27,388,2,0,-0.16810470630906088
7940,betametasona,betametasona 10 mg + betametasona 4 mg,Solución o suspensión inyectable,Colmed,ml,Institucional,"4,000.00",Bajo,1,4000.0,8.294299608857235,10 mg + 4 mg,0.014,256,19,106,1,1,0.000295982192744805
616,simvastatina,simvastatina 40 mg,Tableta o cápsula,Mk,mg,Comercial,"6,228.07",Bajo,1,6228.07,8.736982322949872,40 mg,0.04,1566,27,290,1,0,0.12264645421295504
1926,clorhexidina combinaciones,"clorhexidina combinaciones 0,35 g",Solución o suspensión tópica,Electrowest,ml,Comercial,"28,565.50",Medio,2,28565.5,10.259989981595025,35 g,35.0,470,24,128,2,0,1.3492664007219988
3114,hidrocodona y ibuprofeno,hidrocodona 5 mg + ibuprofeno 200 mg,Tableta o cápsula,Legrand,mg,Comercial,"4,052.50",Medio,2,4052.5,8.307335984427763,5 mg + 200 mg,0.20500000000000002,928,27,249,2,0,0.003178925628570896
2641,oligosacarido meningococico grupo c5 µg conjugado,oligosacarido meningococico grupo c5 µg conjugado,Polvo para reconstituir a Solución o suspensión inyectable,Glaxosmithkline,mcg,Comercial,"128,675.83",Medio,2,128675.83,11.765059346296647,,0.0,1347,13,181,2,0,6.846645805138833
10644,dexametasona y tobramicina,"tobramicina 0,3 g + dexametasona 0,1 g",Cremas o geles o ungüentos o pomadas o pastas o jaleas,Especialidades Oftmalmologicas,g,Institucional,"67,750.00",Alto,3,67750.0,11.12359449878062,3 g + 1 g,4.0,568,1,132,0,1,3.5010130114101408
2562,pramipexola,"pramipexola 4,5 mg",Tableta o cápsula de liberación modificada,Boehringer,mg,Comercial,"11,985.53",Medio,2,11985.53,9.391538798295162,5 mg,0.005,1460,28,78,2,0,0.4388070544802177
5781,cloruro de sodio y dextrosa,"dextrosa 5 g + cloruro de sodio 0,9 g",Solución o suspensión inyectable,Quibi,ml,Comercial,"2,764.75",Alto,3,2764.75,7.92506712491502,5 g + 9 g,14.0,489,19,360,0,0,-0.0675355583616205
2728,telmisartan y amlodipino,amlodipino 10 mg + olmesartan medoxomil 40 mg,Tableta o cápsula,Pfizer,mg,Comercial,"6,347.00",Medio,2,6347.0,8.7558950816463,10 mg + 40 mg,0.05,1633,27,338,2,0,0.12917728207624643
5638,bisoprolol,bisoprolol 5 mg,Tableta o cápsula,Merck,mg,Comercial,621.37,Alto,3,621.37,6.433534771188361,5 mg,0.005,283,27,281,0,0,-0.18523543077078103
9430,bromuro de ipratropio,"bromuro de ipratropio 0,4 mg",Solución o suspensión para inhalación,Chalver,ml,Institucional,"12,568.00",Medio,2,12568.0,9.438988743924838,4 mg,0.004,304,22,94,2,1,0.47079235091956284
2126,neomicina + polimixina + dexametasona,"polimixina b sulfato 6,6 ui + dexametasona 1 mg + neomicina 3,5 mg",Solución o suspensión oftálmica,Gruinfacol,ml,Comercial,"2,816.00",Medio,2,2816.0,7.943427767876373,1 mg + 5 mg,0.006,1300,20,192,2,0,-0.06472125643617123
6067,fentanilo,"fentanilo 4,2 mg",Parche,Janssen,mg,Comercial,"7,925.00",Medio,2,7925.0,8.97790377375038,2 mg,0.002,802,12,224,2,0,0.2158303247759335
9785,minoxidil,minoxidil 5 g,Aerosoles,Mega Labs,g,Institucional,"67,555.67",Medio,2,67555.67,11.120722080186543,5 g,5.0,1243,0,276,2,1,3.4903417276409203
7565,amitriptilina,amitriptilina 25 mg,Tableta o cápsula,Lafrancol,mg,Institucional,146.00,Medio,2,146.0,4.990432586778736,25 mg,0.025,165,27,244,2,1,-0.211339522601041
7007,gabapentin,gabapentin 400 mg,Tableta o cápsula,Mk,mg,Institucional,371.33,Medio,2,371.33,5.919780557809539,400 mg,0.4,859,27,290,2,1,-0.1989659293744754
805,bisacodil,bisacodil 5 mg,Tableta o cápsula de liberación modificada,Humax,mg,Comercial,243.00,Bajo,1,243.0,5.497168225293202,5 mg,0.005,280,28,207,1,0,-0.2060129413958004
4694,etoricoxib,etoricoxib 60 mg,Tableta o cápsula,Hetero Labs,mg,Comercial,"1,833.35",Bajo,1,1833.35,7.514445474303488,60 mg,0.06,738,27,203,1,0,-0.11868172057359043
5721,cefalexina,cefalexina 500 mg,Tableta o cápsula,Anglopharma,mg,Comercial,"1,160.25",Medio,2,1160.25,7.057252290128048,500 mg,0.5,384,27,29,2,0,-0.155643801081296
7724,topiramato,topiramato 25 mg,Tableta o cápsula,Sandoz,mg,Institucional,268.08,Bajo,1,268.08,5.595008733157405,25 mg,0.025,1698,27,388,1,1,-0.20463571813160006
3140,multivitaminico,multivitaminico,Tableta o cápsula,Procaps,mg,Comercial,995.67,Medio,2,995.67,6.904419722192635,,0.0,1270,27,353,2,0,-0.1646814169035485
4280,nistatina,nistatina 100 ui,Tableta o cápsula vaginal,Saluspharma,ui,Comercial,"1,429.37",Medio,2,1429.37,7.265688431044947,,0.0,1320,29,385,2,0,-0.14086555846320994
8973,clobazam,clobazam 10 mg,Tableta o cápsula,Humax,mg,Institucional,364.25,Bajo,1,364.25,5.900582050630809,10 mg,0.01,451,27,207,1,1,-0.19935471488924966
7886,cefpodoxima,cefpodoxima 100 mg,Tableta o cápsula,Legrand,mg,Institucional,"5,100.35",Medio,2,5100.35,8.53726048956635,100 mg,0.1,389,27,249,2,1,0.060719730947244616
6800,montelukast,montelukast 10 mg,Tableta o cápsula,La Sante,mg,Institucional,194.78,Bajo,1,194.78,5.276991579833284,10 mg,0.01,1255,27,237,1,1,-0.2086608563000963
547,acetaminofen y tramadol,"tramadol 37,5 mg + acetaminofen 325 mg",Tableta o cápsula,Siegfried,mg,Comercial,"4,114.60",Alto,3,4114.6,8.322539910501655,5 mg + 325 mg,0.33,41,27,399,0,0,0.00658903586409092
26,tramadol,tramadol 100 mg,Solución o suspensión inyectable,Grunenthal,ml,Comercial,"12,775.00",Alto,3,12775.0,9.455323689894849,100 mg,0.1,1704,19,193,0,0,0.48215938503796285
9484,escitalopram,escitalopram 10 mg,Tableta o cápsula,Eurofarma,mg,Institucional,479.53,Medio,2,479.53,6.174889661424945,10 mg,0.01,705,27,137,2,1,-0.19302432023625857
3918,betahistina,betahistina 24 mg,Tableta o cápsula,Momenta,mg,Comercial,"1,581.03",Bajo,1,1581.03,7.366464111485345,24 mg,0.024,254,27,291,1,0,-0.13253742129221213
4486,nitazoxanida,nitazoxanida 100 mg,Polvo para reconstituir a Solución o suspensión oral,Comerfar,ml,Comercial,"12,727.50",Bajo,1,12727.5,9.451598852715563,100 mg,0.1,1326,14,108,1,0,0.479551007643644
8218,hidrocortisona,hidrocortisona 1 g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Labquifar,g,Institucional,"2,500.00",Medio,2,2500.0,7.824445930877619,1 g,1.0,930,1,243,2,1,-0.08207383025942921
5689,propranolol,propranolol 80 mg,Tableta o cápsula,Tecnoquimicas,mg,Comercial,910.05,Medio,2,910.05,6.8145977804958875,80 mg,0.08,1489,27,416,2,0,-0.16938308579831862
1221,acetazolamida,acetazolamida 250 mg,Tableta o cápsula,Mega Labs,mg,Comercial,"2,750.68",Alto,3,2750.68,7.919966913222532,250 mg,0.25,45,27,276,0,0,-0.0683081872024219
7070,levodopa y entacapona,"entacapona 200 mg + carbidopa 37,5 mg + levodopa 150 mg",Tableta o cápsula,Sandoz,mg,Institucional,"3,514.57",Medio,2,3514.57,8.164956953260065,200 mg + 5 mg + 150 mg,0.355,1113,27,388,2,1,-0.026360536513027746
2548,dronedarona,dronedarona 400 mg,Tableta o cápsula,Sanofi Aventis,mg,Comercial,"4,169.50",Medio,2,4169.5,8.335791211681666,400 mg,0.4,648,27,389,2,0,0.00960377099984047
11239,enalapril,enalapril 20 mg,Tableta o cápsula,Merck Sharp Dome,mg,Institucional,"6,266.92",Alto,3,6266.92,8.743199840152597,20 mg,0.02,680,27,282,0,1,0.12477983235546637
437,cefalexina,cefalexina 500 mg,Tableta o cápsula,Bussié,mg,Comercial,"1,112.50",Medio,2,1112.5,7.015263486697422,500 mg,0.5,384,27,87,2,0,-0.1582659067776902
6179,acido fusidico,acido fusidico 2 g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Genfar,g,Institucional,"4,643.42",Bajo,1,4643.42,8.443421778004883,2 g,2.0,72,1,173,1,1,0.03562823867806335
10044,factor viii de coagulación recombinante,factor viii de coagulación recombinante 2000 ui,Polvo para reconstituir a Solución o suspensión inyectable,Octapharma,ui,Institucional,"1,250,000.00",Bajo,1,1250000.0,14.038654909278163,,0.0,762,13,316,1,1,68.42215352579863
1861,memantina,memantina 10 mg,Tableta o cápsula,Mk,mg,Comercial,"1,748.10",Bajo,1,1748.1,7.4668566489130175,10 mg,0.01,1176,27,290,1,0,-0.123363071581289
2699,pregabalina,pregabalina 150 mg,Tableta o cápsula,Tecnoquimicas,mg,Comercial,"1,915.24",Medio,2,1915.24,7.558120211646641,150 mg,0.15,1472,27,416,2,0,-0.11418487794578473
8302,betametasona,betametasona 3 mg + betametasona 3 mg,Solución o suspensión inyectable,Chalver,ml,Institucional,"28,000.00",Alto,3,28000.0,10.239995502805316,3 mg + 3 mg,0.006,256,19,94,0,1,1.3182129814275292
6562,dipirona,dipirona 500 mg,Tableta o cápsula,Ecar,mg,Institucional,220.06,Bajo,1,220.06,5.398434157882809,500 mg,0.5,616,27,127,1,1,-0.20727265039423565
2481,glucosamina,glucosamina sulfato 2400 mg + glucosamina sulfato 1500 mg + glucosamina sulfato 1200 mg,Polvo para reconstituir a Solución o suspensión oral,Quimica Patric,g,Comercial,"2,830.36",Medio,2,2830.36,7.948512440573751,2400 mg + 1500 mg + 1200 mg,5.1,888,14,363,2,0,-0.0639327027649624
11164,lansoprazol,lansoprazol 30 mg,Tableta o cápsula,La Sante,mg,Institucional,190.00,Medio,2,190.0,5.25227342804663,30 mg,0.03,1089,27,237,2,1,-0.20892334143577723
10008,vinblastina,vinblastina 10 mg,Polvo para reconstituir a Solución o suspensión inyectable,Blau,mg,Institucional,"32,665.17",Medio,2,32665.17,10.394095264787383,10 mg,0.01,1775,13,77,2,1,1.5743924333992017
2706,prednisolona y gatifloxacina,acetato de prednisolona 10 mg + gatifloxacina 3 mg,Solución o suspensión oftálmica,Allergan,ml,Comercial,"97,749.00",Medio,2,97749.0,11.490168477847613,10 mg + 3 mg,0.013000000000000001,1470,20,19,2,0,5.14835434724532
6193,deferoxamina,deferoxamina 500 mg,Polvo para reconstituir a Solución o suspensión inyectable,Novartis,mg,Institucional,"71,491.00",Medio,2,71491.0,11.17734083431027,500 mg,0.5,542,13,311,2,1,3.7064433236658627
326,bimatoprost,"bimatoprost 0,3 mg",Solución o suspensión oftálmica,Allergan,ml,Comercial,"65,355.00",Medio,2,65355.0,11.087604528150715,3 mg,0.003,276,20,19,2,0,3.36949587752817
5135,cannabidiol,cannabidiol,Tableta o cápsula,Procaps,mg,Comercial,"9,700.00",Medio,2,9700.0,9.179984251961283,,0.0,349,27,353,2,0,0.31330126951100606
2499,hierro-multivitaminas y acido folico,"hierro-multivitaminas y acido folico 0,2 mg + hierro-multivitaminas y acido folico 30 mg",Jarabe,Labquifar,ml,Comercial,"20,143.20",Medio,2,20143.2,9.910671684749536,2 mg + 30 mg,0.032,962,10,243,2,0,0.886770886444702
1004,cloruro de sodio,"cloruro de sodio 0,65 g",Solución o suspensión para inhalación,Synthesis,ml,Comercial,"31,636.00",Alto,3,31636.0,10.362082600698466,65 g,65.0,486,22,413,0,0,1.517877406811599
5993,espironolactona,espironolactona 25 mg,Tableta o cápsula,Pfizer,mg,Comercial,"1,252.00",Alto,3,1252.0,7.133295954896068,25 mg,0.025,710,27,338,0,0,-0.150605514219638
6429,insulina glargina,insulina glargina 100 ui,Solución o suspensión inyectable,Sanofi Aventis,ml,Institucional,"86,000.00",Alto,3,86000.0,11.362114203075018,,0.0,1024,19,389,0,1,4.503179062911592
4011,tadalafilo,tadalafilo 5 mg,Tableta o cápsula,Galeno Quimica,mg,Comercial,"4,405.87",Alto,3,4405.87,8.390919965881823,5 mg,0.005,1616,27,168,0,0,0.02258360604605405
10615,trastuzumab,trastuzumab 440 mg,Polvo para reconstituir a Solución o suspensión inyectable,Pfizer,ml,Institucional,"3,300,000.00",Medio,2,3300000.0,15.009433329466965,440 mg,0.44,1710,13,338,2,1,180.99423054376982
534,acido poliacrílico,acido poliacrilico 200 mg,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Mega Labs,g,Comercial,"46,601.75",Medio,2,46601.75,10.749414831248082,200 mg,0.2,85,1,276,2,0,2.3396947539490145
7466,somatropina,somatropina 12 mg,Polvo para reconstituir a Solución o suspensión inyectable,Pfizer,mg,Institucional,"394,879.17",Medio,2,394879.17,12.886337630769548,12 mg,0.012,1587,13,338,2,1,21.464725265100377
3960,memantina,memantina 20 mg,Tableta o cápsula,Altadis,mg,Comercial,"3,106.49",Bajo,1,3106.49,8.041570605358771,20 mg,0.02,1176,27,20,1,0,-0.04876951855668322
585,atorvastatin,atorvastatina 80 mg,Tableta o cápsula,Pfizer,mg,Comercial,"8,449.87",Alto,3,8449.87,9.04202467363123,80 mg,0.08,213,27,338,0,0,0.24465262041711525
9780,virus vivo atenuado de varicela,"virus vivo atenuado de varicela 1,35 ufc",Polvo para reconstituir a Solución o suspensión inyectable,Merck Sharp Dome,ufc,Institucional,"90,281.00",Medio,2,90281.0,11.410693383986933,,0.0,1779,13,282,2,1,4.738262507650096
8274,betametasona,"betametasona 0,0643 g",Cremas o geles o ungüentos o pomadas o pastas o jaleas,Labquifar,g,Institucional,"1,950.00",Medio,2,1950.0,7.576097340623111,0643 g,643.0,256,1,243,2,1,-0.11227609482522637
10024,interferon beta-1a,interferon beta-1a 88 mcg,Solución o suspensión inyectable,Biosidus,ml,Institucional,"190,522.27",Bajo,1,190522.27,12.157529618319888,88 mcg,8.8e-05,1028,19,70,1,1,10.242832247561923
6071,naproxeno,naproxeno 500 mg,Tableta o cápsula,Memphis,mg,Comercial,707.60,Medio,2,707.6,6.563291192431372,500 mg,0.5,1286,27,279,2,0,-0.18050026481894704
9290,letrozol,"letrozol 2,5 mg",Tableta o cápsula,Hb Human Bioscience,mg,Institucional,600.00,Medio,2,600.0,6.398594934535208,5 mg,0.005,1099,27,198,2,1,-0.18640892603218298
491,orlistat,orlistat 120 mg,Tableta o cápsula,Procaps,mg,Comercial,"3,033.33",Medio,2,3033.33,8.017745921297632,120 mg,0.12,1356,27,353,2,0,-0.05278696887601724
5412,tecnecio (99mtc) pertecnetato y molibdeno 99,tecnecio (99mtc) 1 ml + molibdeno 99 1 ml,Solución o suspensión inyectable,Lantheus Medical,mci,Comercial,"16,583,133.00",Medio,2,16583133.0,16.623896712728023,1 ml + 1 ml,2.0,1628,19,245,2,0,910.4136798686256
6769,glucosamina,glucosamina sulfato 1500 mg,Polvo para reconstituir a Solución o suspensión oral,Colmed,g,Institucional,597.33,Medio,2,597.33,6.3941424412081105,1500 mg,1.5,888,14,106,2,1,-0.18655554429834786
8171,levocetirizina,levocetirizina 5 mg,Tableta o cápsula,La Sante,mg,Institucional,422.08,Bajo,1,422.08,6.047561286459852,5 mg,0.005,1106,27,237,1,1,-0.19617908405317686
6671,tibolona,"tibolona 2,5 mg",Tableta o cápsula,Chalver,mg,Institucional,978.61,Bajo,1,978.61,6.887154533274173,5 mg,0.005,1668,27,94,1,1,-0.16561823623717123
10504,cloruro de sodio,"cloruro de sodio 0,9 g",Solución o suspensión para inhalación,Novamed,ml,Institucional,"17,000.00",Medio,2,17000.0,9.741027444837728,9 g,9.0,486,22,310,2,1,0.7141676901115863
3548,nifuroxazida y metronidazol,nifuroxazida 200 mg + metronidazol 600 mg,Tableta o cápsula,Nevox,mg,Comercial,"2,044.44",Medio,2,2044.44,7.623368204257746,200 mg + 600 mg,0.8,1313,27,303,2,0,-0.10709009143323749
